timestamp,uptime_min,interval_s,rtcm_frame_rate_fps,valid_frames_interval,parsed_frames_interval,bad_crc_interval,crc_error_percent_interval,message_types_interval,serial_input_Bps,client_output_Bps,client_count,peak_client_count,total_valid_frames,total_bad_crc,total_client_bytes,station,svin
2026-07-08 09:47:17,0.019,1.119,8.043,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3057.1,0.0,0,0,9,0,0,NO_1005_1006,SURVEYING dur=971s obs=948 acc=1.1134m valid=0 active=1 age=0.2s
2026-07-08 09:47:18,0.036,1.018,8.837,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3360.8,0.0,0,0,18,0,0,NO_1005_1006,SURVEYING dur=972s obs=949 acc=1.1127m valid=0 active=1 age=0.2s
2026-07-08 09:47:19,0.055,1.188,7.577,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2881.9,0.0,0,0,27,0,0,NO_1005_1006,SURVEYING dur=973s obs=950 acc=1.1120m valid=0 active=1 age=0.4s
2026-07-08 09:47:20,0.075,1.200,7.499,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2852.3,0.0,0,0,36,0,0,NO_1005_1006,SURVEYING dur=974s obs=951 acc=1.1113m valid=0 active=1 age=0.6s
2026-07-08 09:47:21,0.092,1.001,8.988,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3378.7,0.0,0,0,45,0,0,NO_1005_1006,SURVEYING dur=975s obs=952 acc=1.1106m valid=0 active=1 age=0.6s
2026-07-08 09:47:22,0.109,1.007,8.933,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3357.8,0.0,0,0,54,0,0,NO_1005_1006,SURVEYING dur=976s obs=953 acc=1.1099m valid=0 active=1 age=0.6s
2026-07-08 09:47:24,0.128,1.119,13.407,15,15,0,0.000,"1074:2, 1077:2, 1084:2, 1087:2, 1094:2, 1097:2, 1124:1, 1127:1, 1230:1",3939.0,0.0,0,0,69,0,0,NO_1005_1006,SURVEYING dur=977s obs=954 acc=1.1092m valid=0 active=1 age=0.7s
2026-07-08 09:47:25,0.146,1.095,10.962,12,12,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:2, 1127:2, 1230:2",4025.8,0.0,0,0,81,0,0,NO_1005_1006,SURVEYING dur=978s obs=955 acc=1.1085m valid=0 active=1 age=0.8s
2026-07-08 09:47:26,0.163,1.004,3.982,4,5,1,20.000,"1097:1, 1124:1, 1127:1, 1230:1",3422.8,0.0,0,0,85,1,0,NO_1005_1006,SURVEYING dur=979s obs=956 acc=1.1078m valid=0 active=1 age=0.8s
2026-07-08 09:47:27,0.182,1.192,7.553,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",4052.0,0.0,0,0,94,1,0,NO_1005_1006,SURVEYING dur=981s obs=958 acc=1.1064m valid=0 active=1 age=0.0s
2026-07-08 09:47:28,0.199,1.003,8.976,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3389.1,0.0,0,0,103,1,0,NO_1005_1006,SURVEYING dur=982s obs=959 acc=1.1056m valid=0 active=1 age=0.0s
2026-07-08 09:47:29,0.219,1.170,7.695,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2905.3,0.0,0,0,112,1,0,NO_1005_1006,SURVEYING dur=983s obs=960 acc=1.1049m valid=0 active=1 age=0.2s
2026-07-08 09:47:30,0.235,1.011,8.903,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3361.5,0.0,0,0,121,1,0,NO_1005_1006,SURVEYING dur=984s obs=961 acc=1.1042m valid=0 active=1 age=0.2s
2026-07-08 09:47:31,0.255,1.198,7.511,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2835.8,0.0,0,0,130,1,0,NO_1005_1006,SURVEYING dur=985s obs=962 acc=1.1035m valid=0 active=1 age=0.4s
2026-07-08 09:47:32,0.273,1.047,8.595,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3245.2,0.0,0,0,139,1,0,NO_1005_1006,SURVEYING dur=986s obs=963 acc=1.1028m valid=0 active=1 age=0.4s
2026-07-08 09:47:33,0.293,1.190,7.565,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2856.1,0.0,0,0,148,1,0,NO_1005_1006,SURVEYING dur=987s obs=964 acc=1.1021m valid=0 active=1 age=0.6s
2026-07-08 09:47:35,0.311,1.091,13.748,15,15,0,0.000,"1074:2, 1077:2, 1084:2, 1087:2, 1094:2, 1097:2, 1124:1, 1127:1, 1230:1",4042.8,0.0,0,0,163,1,0,NO_1005_1006,SURVEYING dur=988s obs=965 acc=1.1014m valid=0 active=1 age=0.7s
2026-07-08 09:47:36,0.328,1.001,8.993,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3338.5,0.0,0,0,172,1,0,NO_1005_1006,SURVEYING dur=989s obs=966 acc=1.1007m valid=0 active=1 age=0.7s
2026-07-08 09:47:37,0.344,1.004,8.962,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3325.0,0.0,0,0,181,1,0,NO_1005_1006,SURVEYING dur=990s obs=967 acc=1.1000m valid=0 active=1 age=0.7s
2026-07-08 09:47:38,0.362,1.071,11.203,12,12,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:2, 1127:2, 1230:2",4085.4,0.0,0,0,193,1,0,NO_1005_1006,SURVEYING dur=991s obs=968 acc=1.0993m valid=0 active=1 age=0.8s
2026-07-08 09:47:39,0.382,1.188,7.578,9,10,1,10.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3898.4,0.0,0,0,202,2,0,NO_1005_1006,SURVEYING dur=993s obs=970 acc=1.0979m valid=0 active=1 age=0.0s
2026-07-08 09:47:40,0.399,1.006,8.944,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3318.2,0.0,0,0,211,2,0,NO_1005_1006,SURVEYING dur=994s obs=971 acc=1.0972m valid=0 active=1 age=0.0s
2026-07-08 09:47:41,0.419,1.191,7.556,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2835.2,0.0,0,0,220,2,0,NO_1005_1006,SURVEYING dur=995s obs=972 acc=1.0964m valid=0 active=1 age=0.2s
2026-07-08 09:47:42,0.435,1.010,8.914,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3344.9,0.0,0,0,229,2,0,NO_1005_1006,SURVEYING dur=996s obs=973 acc=1.0957m valid=0 active=1 age=0.2s
2026-07-08 09:47:43,0.455,1.190,7.564,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2871.0,0.0,0,0,238,2,0,NO_1005_1006,SURVEYING dur=997s obs=974 acc=1.0950m valid=0 active=1 age=0.4s
2026-07-08 09:47:44,0.475,1.200,7.501,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2846.9,0.0,0,0,247,2,0,NO_1005_1006,SURVEYING dur=998s obs=975 acc=1.0943m valid=0 active=1 age=0.6s
2026-07-08 09:47:45,0.492,1.003,8.977,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3407.3,0.0,0,0,256,2,0,NO_1005_1006,SURVEYING dur=999s obs=976 acc=1.0936m valid=0 active=1 age=0.6s
2026-07-08 09:47:46,0.509,1.019,8.831,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3351.7,0.0,0,0,265,2,0,NO_1005_1006,SURVEYING dur=1000s obs=977 acc=1.0929m valid=0 active=1 age=0.6s
2026-07-08 09:47:48,0.528,1.121,12.493,14,14,0,0.000,"1074:2, 1077:2, 1084:2, 1087:2, 1094:2, 1097:1, 1124:1, 1127:1, 1230:1",3962.2,0.0,0,0,279,2,0,NO_1005_1006,SURVEYING dur=1001s obs=978 acc=1.0922m valid=0 active=1 age=0.7s
2026-07-08 09:47:49,0.545,1.058,10.401,11,12,1,8.333,"1084:1, 1087:1, 1094:1, 1097:2, 1124:2, 1127:2, 1230:2",4198.2,0.0,0,0,290,3,0,NO_1005_1006,SURVEYING dur=1002s obs=979 acc=1.0915m valid=0 active=1 age=0.8s
2026-07-08 09:47:50,0.562,1.015,8.867,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3326.2,0.0,0,0,299,3,0,NO_1005_1006,SURVEYING dur=1003s obs=980 acc=1.0908m valid=0 active=1 age=0.8s
2026-07-08 09:47:51,0.582,1.197,7.519,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3929.8,0.0,0,0,308,3,0,NO_1005_1006,SURVEYING dur=1005s obs=982 acc=1.0893m valid=0 active=1 age=0.0s
2026-07-08 09:47:52,0.602,1.198,3.338,4,6,2,33.333,"1097:1, 1124:1, 1127:1, 1230:1",2815.4,0.0,0,0,312,5,0,NO_1005_1006,SURVEYING dur=1006s obs=983 acc=1.0886m valid=0 active=1 age=0.2s
2026-07-08 09:47:53,0.619,1.002,0.000,0,2,2,100.000,none,3367.6,0.0,0,0,312,7,0,NO_1005_1006,SURVEYING dur=1007s obs=984 acc=1.0879m valid=0 active=1 age=0.2s
2026-07-08 09:47:54,0.639,1.198,7.511,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2835.8,0.0,0,0,321,7,0,NO_1005_1006,SURVEYING dur=1008s obs=985 acc=1.0872m valid=0 active=1 age=0.4s
2026-07-08 09:47:55,0.659,1.191,7.558,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2853.4,0.0,0,0,330,7,0,NO_1005_1006,SURVEYING dur=1009s obs=986 acc=1.0865m valid=0 active=1 age=0.6s
2026-07-08 09:47:56,0.675,1.008,8.929,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3371.2,0.0,0,0,339,7,0,NO_1005_1006,SURVEYING dur=1010s obs=987 acc=1.0858m valid=0 active=1 age=0.6s
2026-07-08 09:47:58,0.694,1.129,7.975,9,10,1,10.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3929.9,0.0,0,0,348,8,0,NO_1005_1006,SURVEYING dur=1011s obs=988 acc=1.0851m valid=0 active=1 age=0.7s
2026-07-08 09:47:59,0.711,1.001,8.988,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3367.4,0.0,0,0,357,8,0,NO_1005_1006,SURVEYING dur=1012s obs=989 acc=1.0844m valid=0 active=1 age=0.7s
2026-07-08 09:48:00,0.728,1.001,8.994,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3369.9,0.0,0,0,366,8,0,NO_1005_1006,SURVEYING dur=1013s obs=990 acc=1.0837m valid=0 active=1 age=0.7s
2026-07-08 09:48:01,0.744,1.001,8.987,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3389.1,0.0,0,0,375,8,0,NO_1005_1006,SURVEYING dur=1014s obs=991 acc=1.0829m valid=0 active=1 age=0.7s
2026-07-08 09:48:02,0.761,1.002,8.979,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3386.0,0.0,0,0,384,8,0,NO_1005_1006,SURVEYING dur=1015s obs=992 acc=1.0822m valid=0 active=1 age=0.7s
2026-07-08 09:48:03,0.778,1.003,8.976,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3384.9,0.0,0,0,393,8,0,NO_1005_1006,SURVEYING dur=1016s obs=993 acc=1.0815m valid=0 active=1 age=0.7s
2026-07-08 09:48:04,0.795,1.060,11.320,12,12,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:2, 1127:2, 1230:2",4167.6,0.0,0,0,405,8,0,NO_1005_1006,SURVEYING dur=1017s obs=994 acc=1.0808m valid=0 active=1 age=0.8s
2026-07-08 09:48:05,0.812,1.000,8.999,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",4465.6,0.0,0,0,414,8,0,NO_1005_1006,SURVEYING dur=1018s obs=995 acc=1.0801m valid=0 active=1 age=0.8s
2026-07-08 09:48:06,0.829,1.038,8.675,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2315.1,0.0,0,0,423,8,0,NO_1005_1006,SURVEYING dur=1019s obs=996 acc=1.0794m valid=0 active=1 age=0.8s
2026-07-08 09:48:07,0.846,1.005,8.959,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3423.5,0.0,0,0,432,8,0,NO_1005_1006,SURVEYING dur=1020s obs=997 acc=1.0787m valid=0 active=1 age=0.8s
2026-07-08 09:48:08,0.866,1.201,7.497,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",4012.5,0.0,0,0,441,8,0,NO_1005_1006,SURVEYING dur=1022s obs=999 acc=1.0773m valid=0 active=1 age=0.0s
2026-07-08 09:48:09,0.883,1.001,8.991,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3422.6,0.0,0,0,450,8,0,NO_1005_1006,SURVEYING dur=1023s obs=1000 acc=1.0766m valid=0 active=1 age=0.0s
2026-07-08 09:48:10,0.903,1.195,7.533,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2834.2,0.0,0,0,459,8,0,NO_1005_1006,SURVEYING dur=1024s obs=1001 acc=1.0758m valid=0 active=1 age=0.2s
2026-07-08 09:48:11,0.923,1.194,7.540,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2836.7,0.0,0,0,468,8,0,NO_1005_1006,SURVEYING dur=1025s obs=1002 acc=1.0751m valid=0 active=1 age=0.4s
2026-07-08 09:48:12,0.939,1.010,8.912,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3352.9,0.0,0,0,477,8,0,NO_1005_1006,SURVEYING dur=1026s obs=1003 acc=1.0744m valid=0 active=1 age=0.4s
2026-07-08 09:48:13,0.959,1.189,7.570,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2880.1,0.0,0,0,486,8,0,NO_1005_1006,SURVEYING dur=1027s obs=1004 acc=1.0737m valid=0 active=1 age=0.6s
2026-07-08 09:48:14,0.976,1.009,8.924,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3433.8,0.0,0,0,495,8,0,NO_1005_1006,SURVEYING dur=1028s obs=1005 acc=1.0730m valid=0 active=1 age=0.6s
2026-07-08 09:48:16,0.994,1.096,13.687,15,15,0,0.000,"1074:2, 1077:2, 1084:2, 1087:2, 1094:2, 1097:2, 1124:1, 1127:1, 1230:1",4094.4,0.0,0,0,510,8,0,NO_1005_1006,SURVEYING dur=1029s obs=1006 acc=1.0723m valid=0 active=1 age=0.7s
2026-07-08 09:48:17,1.013,1.096,10.951,12,12,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:2, 1127:2, 1230:2",4074.7,0.0,0,0,522,8,0,NO_1005_1006,SURVEYING dur=1030s obs=1007 acc=1.0716m valid=0 active=1 age=0.8s
2026-07-08 09:48:18,1.029,1.016,8.857,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3399.2,0.0,0,0,531,8,0,NO_1005_1006,SURVEYING dur=1031s obs=1008 acc=1.0709m valid=0 active=1 age=0.8s
2026-07-08 09:48:19,1.049,1.191,7.557,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",4084.3,0.0,0,0,540,8,0,NO_1005_1006,SURVEYING dur=1033s obs=1010 acc=1.0695m valid=0 active=1 age=0.0s
2026-07-08 09:48:20,1.066,1.013,8.882,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3372.1,0.0,0,0,549,8,0,NO_1005_1006,SURVEYING dur=1034s obs=1011 acc=1.0688m valid=0 active=1 age=0.0s
2026-07-08 09:48:21,1.086,1.193,7.547,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2865.2,0.0,0,0,558,8,0,NO_1005_1006,SURVEYING dur=1035s obs=1012 acc=1.0681m valid=0 active=1 age=0.2s
2026-07-08 09:48:22,1.106,1.175,7.657,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2905.6,0.0,0,0,567,8,0,NO_1005_1006,SURVEYING dur=1036s obs=1013 acc=1.0675m valid=0 active=1 age=0.4s
2026-07-08 09:48:23,1.126,1.190,7.565,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2904.2,0.0,0,0,576,8,0,NO_1005_1006,SURVEYING dur=1037s obs=1014 acc=1.0668m valid=0 active=1 age=0.6s
2026-07-08 09:48:24,1.142,1.005,8.954,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3437.4,0.0,0,0,585,8,0,NO_1005_1006,SURVEYING dur=1038s obs=1015 acc=1.0661m valid=0 active=1 age=0.6s
2026-07-08 09:48:26,1.161,1.121,13.385,15,15,0,0.000,"1074:2, 1077:2, 1084:2, 1087:2, 1094:2, 1097:2, 1124:1, 1127:1, 1230:1",3980.7,0.0,0,0,600,8,0,NO_1005_1006,SURVEYING dur=1039s obs=1016 acc=1.0654m valid=0 active=1 age=0.7s
2026-07-08 09:48:27,1.178,1.001,8.992,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3433.9,0.0,0,0,609,8,0,NO_1005_1006,SURVEYING dur=1040s obs=1017 acc=1.0647m valid=0 active=1 age=0.7s
2026-07-08 09:48:28,1.196,1.102,10.891,12,12,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:2, 1127:2, 1230:2",4048.6,0.0,0,0,621,8,0,NO_1005_1006,SURVEYING dur=1041s obs=1018 acc=1.0640m valid=0 active=1 age=0.8s
2026-07-08 09:48:29,1.215,1.160,7.759,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",4149.1,0.0,0,0,630,8,0,NO_1005_1006,SURVEYING dur=1043s obs=1020 acc=1.0626m valid=0 active=1 age=0.0s
2026-07-08 09:48:30,1.232,1.008,8.927,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3394.3,0.0,0,0,639,8,0,NO_1005_1006,SURVEYING dur=1044s obs=1021 acc=1.0619m valid=0 active=1 age=0.0s
2026-07-08 09:48:31,1.252,1.192,7.548,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2870.1,0.0,0,0,648,8,0,NO_1005_1006,SURVEYING dur=1045s obs=1022 acc=1.0612m valid=0 active=1 age=0.2s
2026-07-08 09:48:32,1.269,1.015,8.869,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3372.1,0.0,0,0,657,8,0,NO_1005_1006,SURVEYING dur=1046s obs=1023 acc=1.0605m valid=0 active=1 age=0.2s
2026-07-08 09:48:33,1.289,1.190,7.565,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2876.3,0.0,0,0,666,8,0,NO_1005_1006,SURVEYING dur=1047s obs=1024 acc=1.0598m valid=0 active=1 age=0.4s
2026-07-08 09:48:34,1.305,1.002,8.983,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3433.6,0.0,0,0,675,8,0,NO_1005_1006,SURVEYING dur=1048s obs=1025 acc=1.0591m valid=0 active=1 age=0.4s
2026-07-08 09:48:35,1.325,1.192,7.548,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2885.1,0.0,0,0,684,8,0,NO_1005_1006,SURVEYING dur=1049s obs=1026 acc=1.0584m valid=0 active=1 age=0.6s
2026-07-08 09:48:36,1.342,1.022,8.804,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3365.2,0.0,0,0,693,8,0,NO_1005_1006,SURVEYING dur=1050s obs=1027 acc=1.0578m valid=0 active=1 age=0.6s
2026-07-08 09:48:38,1.361,1.120,13.394,15,15,0,0.000,"1074:2, 1077:2, 1084:2, 1087:2, 1094:2, 1097:2, 1124:1, 1127:1, 1230:1",3950.2,0.0,0,0,708,8,0,NO_1005_1006,SURVEYING dur=1051s obs=1028 acc=1.0571m valid=0 active=1 age=0.7s
2026-07-08 09:48:39,1.378,1.002,8.985,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3433.5,0.0,0,0,717,8,0,NO_1005_1006,SURVEYING dur=1052s obs=1029 acc=1.0564m valid=0 active=1 age=0.7s
2026-07-08 09:48:40,1.395,1.061,11.312,12,12,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:2, 1127:2, 1230:2",4207.2,0.0,0,0,729,8,0,NO_1005_1006,SURVEYING dur=1053s obs=1030 acc=1.0557m valid=0 active=1 age=0.8s
2026-07-08 09:48:41,1.415,1.191,7.559,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",4058.5,0.0,0,0,738,8,0,NO_1005_1006,SURVEYING dur=1055s obs=1032 acc=1.0543m valid=0 active=1 age=0.0s
2026-07-08 09:48:42,1.432,1.016,8.861,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3385.9,0.0,0,0,747,8,0,NO_1005_1006,SURVEYING dur=1056s obs=1033 acc=1.0536m valid=0 active=1 age=0.0s
2026-07-08 09:48:43,1.452,1.188,7.573,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2927.5,0.0,0,0,756,8,0,NO_1005_1006,SURVEYING dur=1057s obs=1034 acc=1.0530m valid=0 active=1 age=0.2s
2026-07-08 09:48:44,1.469,1.010,8.911,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3444.6,0.0,0,0,765,8,0,NO_1005_1006,SURVEYING dur=1058s obs=1035 acc=1.0523m valid=0 active=1 age=0.2s
2026-07-08 09:48:45,1.489,1.193,7.542,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2883.5,0.0,0,0,774,8,0,NO_1005_1006,SURVEYING dur=1059s obs=1036 acc=1.0516m valid=0 active=1 age=0.4s
2026-07-08 09:48:46,1.506,1.053,8.545,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3324.1,0.0,0,0,783,8,0,NO_1005_1006,SURVEYING dur=1060s obs=1037 acc=1.0509m valid=0 active=1 age=0.4s
2026-07-08 09:48:47,1.526,1.182,7.617,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",2997.0,0.0,0,0,792,8,0,NO_1005_1006,SURVEYING dur=1061s obs=1038 acc=1.0503m valid=0 active=1 age=0.6s
2026-07-08 09:48:48,1.543,1.004,8.964,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3486.9,0.0,0,0,801,8,0,NO_1005_1006,SURVEYING dur=1062s obs=1039 acc=1.0496m valid=0 active=1 age=0.6s
2026-07-08 09:48:50,1.561,1.103,13.603,15,15,0,0.000,"1074:2, 1077:2, 1084:2, 1087:2, 1094:2, 1097:2, 1124:1, 1127:1, 1230:1",4103.6,0.0,0,0,816,8,0,NO_1005_1006,SURVEYING dur=1063s obs=1040 acc=1.0489m valid=0 active=1 age=0.7s
2026-07-08 09:48:51,1.579,1.106,10.845,12,12,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:2, 1127:2, 1230:2",4089.5,0.0,0,0,828,8,0,NO_1005_1006,SURVEYING dur=1064s obs=1041 acc=1.0482m valid=0 active=1 age=0.8s
2026-07-08 09:48:52,1.596,1.007,8.934,9,9,0,0.000,"1074:1, 1077:1, 1084:1, 1087:1, 1094:1, 1097:1, 1124:1, 1127:1, 1230:1",3475.3,0.0,0,0,837,8,0,NO_1005_1006,SURVEYING dur=1065s obs=1042 acc=1.0476m valid=0 active=1 age=0.8s
